objectNumber,collection,briefDescription,objectName,title,titleType,material,objectProductionDate,objectProductionDateType,dimensionValue,dimension,dimensionMeasurementUnit,objectProductionPerson,objectProductionPersonRole,objectProductionPersonType,owner,owner Type
59751,Albuquerque Public Art,Five panels of historic photographs depicting firemen fighting fires in Albuquerque.,photographs,Communications Center Photo Panel-Fire,cited,photographic materials,2009,creation,,,,Karen Mazur,artist,person,Albuquerque Public Art Program,organization
59753,Albuquerque Public Art,Four panels of historic photographs depicting medical aid in Albuquerque.,photographs,Communications Center Photo Panel-Medical,cited,photographic materials,2009,creation,,,,Karen Mazur,artist,person,Albuquerque Public Art,organization
59755,Albuquerque Public Art,Eight panels of historic photographs depicting police in Albuquerque.,photographs,Communications Center Photo Panel-Police,cited,photographic materials,2009,creation,,,,Albuquerque Public Art,artist,organization,Albuquerque Public Art,organization
59757,Albuquerque Public Art,Six panels depicting historic emergency call responders at work  in Albuquerque.,photographs,Communications Center Photo Panel-Call Center,cited,photographic materials,2009,creation,,,,Karen Mazur,artist,person,Albuquerque Public Art,organization
59759,Albuquerque Public Art,Monotype print depicting a southwestern landscape of red rock arches and sky.,monoprints (painting and printing works),Untitled,cited,paint,2001,creation,,,,Robert Pelegrin,artist,person,Albuquerque Public Art,organization
59761,Albuquerque Public Art,Monotype print depicting a southwestern landscape with orange sky and arched red rocks.,monoprints (painting and printing works),Untitled,cited,paint,2001,creation,,,,Robert Pelegrin,artist,person,Albuquerque Public Art,organization
59763,Albuquerque Public Art,"This artwork is comprised of two sculptural elements - a set of cast aluminum reliefs and a pair of carved limestone ""wings"" atop a cylindrical base with a water feature. The relief is a figurative narrative of the history of the Sister's of Charity and the geography of the Acequia Madre and the Camino Real and contains 42 figures and 22 buildings. The limestone wings are designed in a contemporary style.",sculpture (visual work),Angelitos de Caridad,cited,soapstone (metamorphic rock); bronze (metal),2010,creation,,,,Linda Dabeau,artist,person,Albuquerque Public Art,organization
59767,Albuquerque Public Art,Steel silhouette of a large dog with a dog bone cut out in the middle.,sculpture (visual work),American Dog,cited,steel (alloy),2009,creation,,,,Dale Rodgers,artist,person,Albuquerque Public Art,organization
59769,Albuquerque Public Art,Acrylic painting of the anatomy of a human head.,paintings (visual works),Intellect,cited,canvas,2011,creation,,,,Alex Outka,artist,person,Albuquerque Public Art,organization
59771,Albuquerque Public Art,Pencil drawing of two babies lying in the grass.,drawings (visual works),Yin and Yang,cited,paper (fiber product),2011,creation,,,,Dominic Romero,artist,person,Albuquerque Public Art,organization
59773,Albuquerque Public Art,Monotype print depicting a black crow landing in a basket or barrel with wings outspread.,monoprints (painting and printing works),Untitled,cited,paint,2001,creation,,,,Hung Liu,artist,person,Albuquerque Public Art,organization
59775,Albuquerque Public Art,A fantastical drawing of two horse-like beasts with bird heads holding onto pairs of lungs. Black and white on gold background.,drawings (visual works),Untitled  (Amanda Sinclair),cited,paper (fiber product),2011,creation,,,,Amanda Sinclair,artist,person,Albuquerque Public Art,organization
59777,Albuquerque Public Art,Monotype print depicting two ducks standing in an Asian inspired landscape with tree branches and flowers.,monoprints (painting and printing works),Untitled,cited,paint,2001,creation,,,,Hung Liu,artist,person,Albuquerque Public Art,organization
59778,Albuquerque Public Art,A computer generated drawing referencing the demise of the U.S. economy.,digital images,Economy,cited,photographic materials,2011,creation,,,,Miguel Gomez,artist,person,Albuquerque Public Art,organization
59781,Albuquerque Public Art,An abstracted photograph of an Albuquerque arroyo.,photographs,Happy Coincidence,cited,photographic materials,2011,creation,,,,Tracy  Bullington,artist,person,Albuquerque Public Art,organization
59809,Albuquerque Public Art,Tree trunks that have been burned/etched with designs that reference 19th Century wallpaper motifs.,sculpture (visual work),Portable Grove,cited,wood (plant material),2010,creation,,,,Stuart Frost,artist,person,Albuquerque Public Art,organization
59817,Albuquerque Public Art,Collage with a bird flying in an abstract space with zigzag lines and circles.,collages (visual works),Native Bird,cited,mixed media,2009,creation,,,,Brooke Steiger,artist,person,Albuquerque Public Art,organization
59825,Albuquerque Public Art,Collage with a female figure standing in an abstract space with flora and insects.,collages (visual works),Libra,cited,mixed media,2009,creation,,,,Brooke Steiger,artist,person,Albuquerque Public Art,organization
59827,Albuquerque Public Art,"A pair of black and white cowboy boots standing on a red, black, gray and white southwestern style blanket.",drawings (visual works),economy,cited,wood (plant material); pastel paper; chalk,2009,creation,,,,Daryl Wilson,artist,person,Albuquerque Public Art,organization
59829,Albuquerque Public Art,Painting depicting a pond with lily pads and lotus flowers floating in it.,paintings (visual works),Morning Pond #995,cited,oil paint (pigmented coating); paper (fiber product),2009,creation,,,,Jane Abrams,artist,person,Albuquerque Public Art,organization
59831,Albuquerque Public Art,Horizontal weaving with abstract shapes running across the middle.,wall pieces,#11 Altiplano,cited,cloth; silk (fiber); wood (plant material),2009,creation,,,,Joan Weissman,artist,person,Albuquerque Public Art,organization
59833,Albuquerque Public Art,Two gray panels connected by numerous strands of yellow rope.,constructions (sculpture),Bound 2007,cited,rope; lead (metal); wood (plant material),2009,creation,,,,Katrina Lasko,artist,person,Albuquerque Public Art,organization
59851,Albuquerque Public Art,Two gray panels connected with numerous pieces of wire.,constructions (sculpture),Entangled 2007,cited,lead (metal); wire; wood (plant material),2009,creation,,,,Katrina Lasko,artist,person,Albuquerque Public Art,organization
59853,Albuquerque Public Art,Black and white image of a nondescript plume of white bubbles shooting up into a black void.,photographs,Untitled #22,cited,silver (metal); paper (fiber product),2009,creation,,,,Leigh Anne Langwell,artist,person,Albuquerque Public Art,organization
59855,Albuquerque Public Art,"These works were created by community members involved with the El Otro Lado project, 516 ARTS and The Academy for the Love of Learning.",collages (visual works),El Otro Lado,cited,ink,2011,creation,,,,Albuquerque Community Members,artist,person,Albuquerque Public Art,organization
60032,Albuquerque Public Art,A digital collage of stacks of small wooden birds in a folksy style in front of an image of a meringue pie.,digital images,Sweet Tweets,cited,pixels,2009,creation,,,,Lisa Gillett,artist,person,Albuquerque Public Art,organization
60034,Albuquerque Public Art,A watercolor painting of the volcano located on the west side of Albuquerque.,paintings (visual works),Albuquerque Volcano,cited,watercolor (paint),2009,creation,,,,Monique Jansen Belitz,artist,person,Albuquerque Public Art,organization
60036,Albuquerque Public Art,Abstracted Southwestern landscape with reds and oranges and purples.,paintings (visual works),Red Mesa,cited,acrylic paint,2009,creation,,,,Reg Loving,artist,person,Albuquerque Public Art,organization
60056,Albuquerque Public Art,A drawing of historic plats of land in and around Albuquerque.,drawings (visual works),Dome Study for Itinerary Map West Through Space and Time (Albuquerque),cited,ink; pastels (crayons),2009,creation,,,,Sage Dawson,artist,person,Albuquerque Public Art,organization
60071,Albuquerque Public Art,"An abstract painting of long, swirling strands of color exploding into space.",paintings (visual works),Dentrite Fusion,cited,canvas; oil paint (pigmented coating),2009,creation,,,,Xuan (Schwin) Chen,artist,person,Albuquerque Public Art,organization
60082,Albuquerque Public Art,Black field with red and orange lines curving along the bottom edge.,drawings (visual works),Composition no. 15,cited,glass (material); chalk; pastel paper; pastel paper,2009,creation,,,,Shawn Turung,artist,person,Albuquerque Public Art,organization
60084,Albuquerque Public Art,"Series of orange, purple, pink, and yellow paper circles adhered to plywood for a very sculptural effect.",collages (visual works),Her Lips are Red,cited,wax; plywood; paper (fiber product),2009,creation,,,,Stephanie Lerma,artist,person,Albuquerque Public Art,organization
60088,Albuquerque Public Art,Abstract painting with white lines leading to a round pit.,paintings (visual works),Sa sara,cited,acrylic; ink,2009,creation,,,,Yulia Pinkusevich,artist,person,Albuquerque Public Art,organization
60186,Albuquerque Public Art,Monoprint of a blue mountain and a gray bird flying upward into a yellow ray of color with a pink sky and pink trees.,sculpture (visual work),Bird and Mountain,cited,paint,2009,creation,,,,Dan Noyes,artist,person,Albuquerque Public Art Program,organization
60190,Albuquerque Public Art,Sculpture made from vintage eyeglasses and sea shells.,sculpture (visual work),Bird Girl's Search for Water: Eyeglasses,cited,mixed media,2009,commission,,,,Kristen Diener,artist,person,Albuquerque Public Art,organization
60194,Albuquerque Public Art,Three panels with abstract drawings referencing a landscape.,prints (visual works),Stanza,cited,paper (fiber product); ink,2009,creation,,,,Linda Holland,artist,person,Albuquerque Public Art,organization
60196,Albuquerque Public Art,Multi colored landscape with numerous houses with pitched roofs.,paintings (visual works),Homeworks II,cited,oil paint (pigmented coating); wax,2009,creation,,,,Sally Condon,artist,person,Albuquerque Public Art,organization
60763,Albuquerque Public Art,Pastel drawing of wild grasses blowing in the wind.,drawings (visual works),Bosque Rhythms,cited,pastels (crayons),2009,creation,,,,Iva Morris,artist,person,Albuquerque Public Art,organization
60765,Albuquerque Public Art,Two steel trees with intricate leaf details.,sculpture (visual work),Eucalipto and Roblon,cited,steel (alloy),2008,creation,,,,Miguel Fernandez (Ponticu),artist,person,Albuquerque Public Art,organization
60768,Albuquerque Public Art,Woven strips of photographs of a Virgin Mary statue to create a tapestry.,photographs,Untitled (Bianka Martinez),cited,photographic materials,2009,creation,,,,Bianka Martinez,artist,person,Albuquerque Public Art,organization
